n_instrs,n_assigns,n_binops,n_calls,n_labels,n_literals,n_temps,has_loop,call_density,assign_ratio,avg_use_count,depth_score,label_constant_fold,label_dead_code,label_loop_unroll,label_inline
9,3,6,2,0,1,3,0,0.2222,0.3333,1.397,2,1,1,0,1
6,6,0,1,0,2,0,0,0.1667,1.0,1.289,1,1,1,0,1
20,13,1,6,0,1,3,0,0.3,0.65,1.186,6,1,1,0,1
21,7,14,0,2,3,6,1,0.0,0.3333,2.777,4,1,0,1,0
26,6,20,0,2,2,3,1,0.0,0.2308,3.436,4,0,0,1,0
29,2,27,0,6,2,11,1,0.0,0.069,1.196,12,0,0,0,0
23,9,14,2,2,2,11,1,0.087,0.3913,0.572,6,1,1,1,0
8,8,0,0,0,8,2,0,0.0,1.0,2.538,0,1,0,0,0
18,7,11,1,0,3,2,0,0.0556,0.3889,1.081,1,1,1,0,1
17,13,4,0,0,0,8,0,0.0,0.7647,1.471,0,1,1,0,0
5,3,2,0,0,3,2,0,0.0,0.6,1.063,0,1,1,1,0
2,2,0,0,0,0,1,0,0.0,1.0,2.438,0,0,0,0,0
8,8,0,0,0,7,3,0,0.0,1.0,2.473,0,1,0,0,0
11,4,1,6,0,0,3,0,0.5455,0.3636,0.879,6,1,1,0,1
20,11,6,3,0,1,2,0,0.15,0.55,1.079,3,1,1,0,1
32,16,16,0,4,1,6,1,0.0,0.5,0.86,8,1,1,0,0
25,9,16,2,3,2,6,1,0.08,0.36,0.933,8,1,1,1,0
7,1,1,5,0,0,1,0,0.7143,0.1429,1.167,5,0,0,0,1
55,7,48,5,5,1,8,1,0.0909,0.1273,3.372,15,0,0,0,0
4,4,0,0,0,4,3,0,0.0,1.0,2.782,0,1,0,0,0
23,23,0,0,0,1,7,0,0.0,1.0,0.612,0,1,1,0,0
7,4,0,3,0,0,4,0,0.4286,0.5714,0.75,3,0,1,0,1
23,19,4,0,0,3,7,0,0.0,0.8261,3.045,0,0,0,0,0
2,1,1,1,0,1,3,0,0.5,0.5,3.475,1,1,0,0,1
18,11,7,0,0,11,0,0,0.0,0.6111,1.719,0,1,1,0,0
7,1,1,5,0,1,2,0,0.7143,0.1429,1.606,5,0,0,0,1
77,29,48,1,4,4,6,1,0.013,0.3766,3.279,9,1,0,0,0
18,4,14,0,0,0,4,0,0.0,0.2222,3.252,0,0,0,0,0
18,5,13,0,0,1,7,0,0.0,0.2778,2.162,0,0,0,0,0
38,7,31,0,5,1,9,1,0.0,0.1842,2.88,10,0,0,0,0
6,2,1,3,0,0,1,0,0.5,0.3333,1.293,3,0,0,0,1
47,12,35,5,4,10,7,1,0.1064,0.2553,0.968,13,0,1,0,0
36,14,22,2,6,0,9,1,0.0556,0.3889,0.778,14,0,1,0,0
31,15,16,0,4,2,6,1,0.0,0.4839,0.542,8,1,1,0,0
50,12,38,0,3,3,9,1,0.0,0.24,3.093,6,0,0,0,0
14,4,10,1,1,0,2,1,0.0714,0.2857,3.499,3,0,0,1,1
10,2,8,0,1,2,6,1,0.0,0.2,0.525,2,0,0,1,0
54,19,35,3,0,5,9,0,0.0556,0.3519,2.193,3,1,0,0,0
10,3,7,1,0,0,2,0,0.1,0.3,1.515,1,0,1,0,1
15,3,12,1,2,2,3,1,0.0667,0.2,2.551,5,0,0,1,1
5,5,0,1,0,0,0,0,0.2,1.0,0.682,1,0,1,0,1
2,2,0,0,0,0,3,0,0.0,1.0,0.859,0,0,0,0,0
27,13,14,0,2,1,2,1,0.0,0.4815,2.626,4,1,0,1,0
17,6,11,0,0,3,2,0,0.0,0.3529,2.432,0,1,0,0,0
10,6,4,0,0,3,2,0,0.0,0.6,3.259,0,1,0,0,0
7,7,0,0,0,0,8,0,0.0,1.0,1.876,0,0,0,1,0
12,5,7,0,0,2,2,0,0.0,0.4167,2.572,0,1,0,0,0
16,5,11,0,0,1,7,0,0.0,0.3125,3.204,0,1,0,0,0
14,6,8,0,0,0,8,0,0.0,0.4286,1.15,0,0,1,0,0
8,8,0,1,0,3,0,0,0.125,1.0,3.142,1,1,0,1,0
9,3,6,0,0,1,2,0,0.0,0.3333,1.79,0,1,1,0,0
25,20,5,0,0,4,5,0,0.0,0.8,1.92,0,1,0,0,0
10,10,0,0,0,3,3,0,0.0,1.0,2.254,0,1,0,0,0
20,15,0,5,0,1,4,0,0.25,0.75,3.411,5,1,0,0,1
19,4,15,0,0,4,3,0,0.0,0.2105,0.652,0,0,1,0,0
24,11,13,1,6,4,12,1,0.0417,0.4583,1.47,13,1,1,0,0
13,11,0,2,0,1,4,0,0.1538,0.8462,1.989,2,1,0,0,1
69,8,61,4,1,8,14,1,0.058,0.1159,1.911,6,0,0,0,0
18,4,14,0,6,1,5,1,0.0,0.2222,2.873,12,0,0,0,0
8,2,1,5,0,0,5,0,0.625,0.25,0.555,5,0,0,0,1
56,27,29,4,1,9,17,1,0.0714,0.4821,1.148,6,1,1,0,0
30,5,25,1,2,3,5,1,0.0333,0.1667,3.452,5,0,0,1,0
31,5,26,0,6,3,3,1,0.0,0.1613,3.117,12,0,0,0,0
20,18,2,0,0,7,7,0,0.0,0.9,0.684,0,1,1,0,0
8,2,6,0,0,0,2,0,0.0,0.25,1.031,0,0,0,0,0
25,12,13,0,3,1,5,1,0.0,0.48,3.327,6,1,0,1,0
17,4,13,0,4,2,5,1,0.0,0.2353,0.846,8,0,1,0,0
16,3,13,2,6,2,8,1,0.125,0.1875,2.697,14,0,0,0,1
19,5,14,0,0,2,5,0,0.0,0.2632,2.292,0,0,0,0,0
8,3,5,1,0,0,1,0,0.125,0.375,3.277,1,0,0,0,1
8,1,1,6,0,0,1,0,0.75,0.125,0.682,6,0,0,0,1
15,6,9,1,0,1,7,0,0.0667,0.4,3.395,1,1,0,0,1
11,5,6,2,0,0,5,0,0.1818,0.4545,0.882,2,1,1,0,1
23,3,20,1,3,3,10,1,0.0435,0.1304,2.9,7,0,0,1,0
1,1,0,1,0,0,1,0,1.0,1.0,1.66,1,0,0,0,1
16,15,1,0,0,2,4,0,0.0,0.9375,3.197,0,1,0,1,0
19,5,14,0,5,2,6,1,0.0,0.2632,1.613,10,0,1,0,0
12,8,4,0,0,1,3,0,0.0,0.6667,2.561,0,1,0,0,0
12,8,4,0,0,4,2,0,0.0,0.6667,1.746,0,1,1,0,0
19,8,11,2,0,4,7,0,0.1053,0.4211,1.241,2,1,1,0,1
17,3,14,2,0,0,4,0,0.1176,0.1765,2.757,2,0,0,0,1
49,23,26,1,5,6,11,1,0.0204,0.4694,2.178,11,1,0,0,0
12,5,7,0,0,1,5,0,0.0,0.4167,1.228,0,1,1,0,0
15,15,0,0,0,14,3,0,0.0,1.0,2.2,0,1,0,0,0
12,8,4,0,0,2,6,0,0.0,0.6667,1.956,0,1,0,0,0
7,2,5,1,3,2,6,1,0.1429,0.2857,3.295,7,0,0,1,1
4,0,4,1,0,0,1,0,0.25,0.0,1.009,1,0,0,0,1
21,2,19,2,0,1,4,0,0.0952,0.0952,2.515,2,0,0,0,0
20,12,8,0,0,10,4,0,0.0,0.6,1.076,0,1,1,0,1
73,20,53,0,1,3,12,1,0.0,0.274,1.257,2,0,1,0,0
11,4,2,5,0,0,1,0,0.4545,0.3636,3.401,5,0,0,0,1
29,4,25,1,4,2,6,1,0.0345,0.1379,1.898,9,0,0,0,0
34,4,30,0,5,2,8,1,0.0,0.1176,0.893,10,0,1,0,0
40,19,21,3,2,10,12,1,0.075,0.475,2.554,7,1,0,0,1
2,1,1,1,0,1,1,0,0.5,0.5,3.018,1,1,0,0,1
2,1,1,0,0,1,1,0,0.0,0.5,1.864,0,1,0,0,0
8,5,3,0,0,4,2,0,0.0,0.625,3.092,0,1,0,0,0
8,3,5,0,0,1,1,0,0.0,0.375,0.823,0,1,1,0,0
9,9,0,0,0,9,1,0,0.0,1.0,0.89,0,1,1,0,0
29,10,19,2,4,3,3,1,0.069,0.3448,1.848,10,1,0,0,0
67,20,47,2,4,8,6,1,0.0299,0.2985,2.953,10,0,0,0,0
12,4,2,6,0,2,3,0,0.5,0.3333,2.328,6,1,0,0,1
24,10,14,0,0,4,6,0,0.0,0.4167,0.742,0,1,0,0,0
13,13,0,0,0,5,7,0,0.0,1.0,1.879,0,1,0,0,0
16,8,8,0,1,3,2,1,0.0,0.5,1.062,2,1,1,1,0
10,10,0,0,0,10,3,0,0.0,1.0,2.47,0,1,0,0,0
11,4,7,0,0,2,4,0,0.0,0.3636,1.178,0,1,1,0,0
12,5,7,0,0,3,4,0,0.0,0.4167,2.923,0,1,0,0,0
11,5,6,1,0,2,8,0,0.0909,0.4545,2.987,1,1,0,0,1
38,17,21,4,3,7,15,1,0.1053,0.4474,3.261,10,1,0,0,0
32,3,29,0,2,0,11,1,0.0,0.0938,0.651,4,0,1,0,0
61,21,40,0,5,3,9,1,0.0,0.3443,1.72,10,1,1,0,0
6,3,3,0,0,1,0,0,0.0,0.5,1.932,0,1,1,0,0
7,0,7,0,0,0,0,0,0.0,0.0,1.881,0,0,0,0,0
1,0,1,0,0,0,3,0,0.0,0.0,2.544,0,0,0,0,0
22,22,0,0,0,8,4,0,0.0,1.0,0.768,0,1,1,0,0
13,3,10,2,0,1,7,0,0.1538,0.2308,1.839,2,0,0,0,1
4,4,0,0,0,3,0,0,0.0,1.0,2.114,0,1,0,0,0
77,17,60,2,5,0,17,1,0.026,0.2208,2.379,12,0,0,0,0
15,6,9,0,0,4,4,0,0.0,0.4,1.575,0,1,1,0,0
2,0,2,1,0,0,2,0,0.5,0.0,2.953,1,0,0,0,1
24,9,15,0,0,0,3,0,0.0,0.375,3.029,0,0,0,1,1
13,5,5,3,0,2,3,0,0.2308,0.3846,2.962,3,1,0,0,1
23,3,20,0,2,0,3,1,0.0,0.1304,2.139,4,0,0,1,0
14,2,7,5,0,0,1,0,0.3571,0.1429,1.161,5,0,0,0,1
15,14,1,0,0,6,5,0,0.0,0.9333,3.231,0,1,0,0,0
18,17,1,0,0,4,5,0,0.0,0.9444,2.305,0,1,0,0,0
24,15,9,0,0,1,3,0,0.0,0.625,1.932,0,1,1,0,1
16,5,11,0,1,1,2,1,0.0,0.3125,2.471,2,1,0,1,0
21,10,11,2,5,2,5,1,0.0952,0.4762,3.246,12,1,0,0,1
20,4,12,4,0,0,4,0,0.2,0.2,0.732,4,0,1,0,1
78,31,47,1,2,8,19,1,0.0128,0.3974,1.423,5,1,1,0,0
60,11,49,5,0,6,9,0,0.0833,0.1833,1.842,5,0,0,0,1
6,5,1,0,0,5,4,0,0.0,0.8333,2.338,0,1,0,0,0
10,6,4,0,0,5,1,0,0.0,0.6,1.587,0,1,1,0,0
19,9,8,2,0,1,2,0,0.1053,0.4737,3.483,2,1,0,0,1
24,13,11,0,0,3,2,0,0.0,0.5417,3.169,0,1,0,0,0
7,7,0,0,0,3,1,0,0.0,1.0,0.721,0,1,1,0,0
25,2,23,0,6,2,7,1,0.0,0.08,3.212,12,0,0,0,0
20,10,10,0,0,8,3,0,0.0,0.5,2.978,0,1,0,0,0
29,12,17,0,2,3,4,1,0.0,0.4138,1.532,4,0,1,1,0
52,14,38,5,3,10,15,1,0.0962,0.2692,3.132,11,0,0,0,0
27,5,22,0,3,2,5,1,0.0,0.1852,1.019,6,1,1,1,0
20,6,14,0,0,3,1,0,0.0,0.3,2.403,0,0,0,1,0
11,4,7,1,4,2,3,1,0.0909,0.3636,2.891,9,1,0,0,1
18,17,1,0,0,14,1,0,0.0,0.9444,2.183,0,1,0,0,0
11,6,3,2,0,1,3,0,0.1818,0.5455,0.791,2,1,1,0,1
11,4,3,4,0,1,5,0,0.3636,0.3636,2.944,4,1,0,0,1
5,3,0,2,0,2,4,0,0.4,0.6,1.009,2,1,1,0,1
6,0,6,0,0,0,0,0,0.0,0.0,3.16,0,0,0,0,0
16,5,11,1,0,1,4,0,0.0625,0.3125,1.483,1,1,1,0,1
5,5,0,0,0,4,4,0,0.0,1.0,1.637,0,1,1,0,0
53,12,41,0,0,4,10,0,0.0,0.2264,1.654,0,0,1,0,0
24,3,21,2,4,2,4,1,0.0833,0.125,2.988,10,0,0,0,0
18,6,9,3,0,1,3,0,0.1667,0.3333,2.75,3,1,0,0,0
15,5,10,0,3,3,2,1,0.0,0.3333,2.333,6,1,0,1,0
20,6,14,0,0,3,2,0,0.0,0.3,1.239,0,0,0,0,0
25,17,8,0,0,4,4,0,0.0,0.68,1.129,0,1,1,0,0
7,5,2,0,0,4,0,0,0.0,0.7143,3.402,0,1,0,0,0
18,15,3,0,0,13,2,0,0.0,0.8333,1.84,0,1,0,0,0
12,5,7,0,0,2,2,0,0.0,0.4167,1.759,0,0,1,0,0
24,3,21,0,0,0,4,0,0.0,0.125,0.529,0,0,1,0,0
60,11,49,3,1,0,8,1,0.05,0.1833,1.535,5,0,1,0,0
19,11,8,0,0,3,6,0,0.0,0.5789,3.204,0,1,0,0,0
33,5,28,2,2,5,17,1,0.0606,0.1515,1.339,6,0,1,0,0
8,2,0,6,0,1,2,0,0.75,0.25,1.805,6,0,0,0,1
22,15,7,0,0,6,4,0,0.0,0.6818,1.275,0,1,1,0,0
25,2,23,0,5,1,4,1,0.0,0.08,0.567,10,0,0,0,0
21,5,16,0,0,2,6,0,0.0,0.2381,2.078,0,0,0,0,0
20,14,6,0,0,6,5,0,0.0,0.7,1.447,0,1,1,0,0
76,8,68,4,3,2,17,1,0.0526,0.1053,0.943,10,0,0,0,0
17,14,3,0,0,6,8,0,0.0,0.8235,3.092,0,1,0,0,0
19,9,10,0,0,8,1,0,0.0,0.4737,3.208,0,1,0,0,0
20,20,0,0,0,20,1,0,0.0,1.0,1.582,0,1,1,0,0
10,4,2,4,0,1,2,0,0.4,0.4,1.146,4,1,1,0,1
17,8,9,0,0,3,2,0,0.0,0.4706,2.367,0,1,0,0,0
8,8,0,0,0,3,8,0,0.0,1.0,1.02,0,1,1,0,0
12,12,0,0,0,9,2,0,0.0,1.0,0.565,0,1,0,0,0
8,8,0,1,0,5,2,0,0.125,1.0,1.488,1,1,1,0,1
26,4,22,1,2,2,1,1,0.0385,0.1538,2.079,5,0,0,1,0
9,3,6,2,0,1,8,0,0.2222,0.3333,3.085,2,1,0,0,1
14,10,4,0,0,7,3,0,0.0,0.7143,3.486,0,1,0,0,0
17,5,12,0,1,3,2,1,0.0,0.2941,0.657,2,0,1,1,0
19,8,11,2,2,4,7,1,0.1053,0.4211,2.433,6,1,0,1,1
13,5,8,0,0,1,6,0,0.0,0.3846,2.593,0,1,0,0,0
8,1,4,3,0,0,2,0,0.375,0.125,2.39,3,0,0,0,1
11,10,1,0,0,4,3,0,0.0,0.9091,2.017,0,1,0,0,1
40,7,33,0,5,0,6,1,0.0,0.175,2.308,10,0,0,0,0
23,22,1,0,0,10,6,0,0.0,0.9565,2.928,0,1,0,0,0
16,7,9,0,0,3,7,0,0.0,0.4375,1.115,0,1,1,1,0
24,3,21,1,0,1,8,0,0.0417,0.125,2.564,1,0,0,0,0
3,3,0,0,0,0,3,0,0.0,1.0,2.864,0,0,0,0,0
12,12,0,0,0,10,0,0,0.0,1.0,0.697,0,1,1,0,0
21,8,13,0,2,1,3,1,0.0,0.381,3.448,4,1,0,1,0
2,2,0,0,0,2,2,0,0.0,1.0,1.286,0,1,0,0,0
27,5,22,2,2,4,6,1,0.0741,0.1852,1.266,6,0,1,1,0
15,2,13,1,3,2,5,1,0.0667,0.1333,0.933,7,0,0,1,1
8,1,1,6,0,0,4,0,0.75,0.125,0.731,6,0,0,0,1
8,2,6,2,0,1,8,0,0.25,0.25,1.825,2,0,0,0,1
8,8,0,0,0,6,2,0,0.0,1.0,2.425,0,1,0,0,0
11,2,9,1,0,1,2,0,0.0909,0.1818,3.424,1,0,0,0,1
14,3,11,1,3,0,2,1,0.0714,0.2143,3.163,7,1,0,1,1
8,3,5,1,0,0,4,0,0.125,0.375,1.687,1,0,1,0,1
4,4,0,1,0,4,1,0,0.25,1.0,2.703,1,1,0,0,1
13,3,10,0,0,1,7,0,0.0,0.2308,2.315,0,0,0,0,0
15,3,12,1,6,0,5,1,0.0667,0.2,2.299,13,0,0,0,1
4,1,3,0,0,1,1,0,0.0,0.25,2.74,0,0,0,0,1
17,7,10,0,0,0,4,0,0.0,0.4118,2.781,0,0,0,0,0
15,5,10,0,0,1,6,0,0.0,0.3333,1.184,0,1,1,0,0
12,1,9,2,0,1,2,0,0.1667,0.0833,2.463,2,0,0,0,1
3,1,2,1,0,1,3,0,0.3333,0.3333,2.675,1,1,1,0,1
25,8,17,2,0,2,3,0,0.08,0.32,1.303,2,1,1,0,0
16,6,10,2,0,3,2,0,0.125,0.375,2.268,2,1,0,0,1
6,1,1,4,0,1,1,0,0.6667,0.1667,1.997,4,0,0,0,1
7,7,0,0,0,4,1,0,0.0,1.0,3.385,0,1,0,0,0
19,9,10,0,0,3,5,0,0.0,0.4737,1.433,0,0,1,0,0
8,6,2,0,0,6,2,0,0.0,0.75,3.314,0,1,0,0,0
20,17,3,0,0,1,4,0,0.0,0.85,2.453,0,1,1,0,0
47,15,32,0,1,9,9,1,0.0,0.3191,2.309,2,1,0,0,0
5,5,0,0,0,1,3,0,0.0,1.0,1.757,0,1,1,0,0
9,3,0,6,0,2,1,0,0.6667,0.3333,1.506,6,1,1,0,1
13,4,4,5,0,2,5,0,0.3846,0.3077,3.312,5,1,1,0,1
3,0,3,0,0,0,0,0,0.0,0.0,0.838,0,0,0,0,0
69,15,54,2,3,0,7,1,0.029,0.2174,1.76,8,0,1,0,0
18,13,0,5,0,0,3,0,0.2778,0.7222,2.169,5,0,0,0,1
24,4,20,1,3,0,6,1,0.0417,0.1667,1.069,7,0,1,0,0
15,8,7,0,0,5,2,0,0.0,0.5333,1.558,0,1,1,0,0
9,4,5,1,2,1,6,1,0.1111,0.4444,2.911,5,1,0,1,1
34,9,25,2,4,0,4,1,0.0588,0.2647,3.493,10,0,0,0,0
9,5,4,0,0,2,2,0,0.0,0.5556,3.171,0,1,0,0,1
11,5,6,0,4,1,9,1,0.0,0.4545,1.623,8,1,1,0,0
18,14,4,0,0,13,3,0,0.0,0.7778,3.331,0,1,0,0,0
30,6,24,0,2,2,3,1,0.0,0.2,2.809,4,1,0,1,0
9,5,4,0,0,0,2,0,0.0,0.5556,1.57,0,0,1,0,0
5,4,1,1,0,0,2,0,0.2,0.8,2.451,1,0,0,0,1
7,3,4,1,0,2,3,0,0.1429,0.4286,0.704,1,1,0,0,1
10,1,5,4,0,1,2,0,0.4,0.1,2.862,4,0,0,0,1
15,8,1,6,0,0,1,0,0.4,0.5333,2.81,6,0,0,0,1
4,4,0,0,0,3,2,0,0.0,1.0,1.394,0,1,1,0,0
53,19,34,3,3,4,7,1,0.0566,0.3585,2.493,9,1,0,0,0
6,2,4,0,1,2,1,1,0.0,0.3333,1.871,2,1,0,1,0
14,12,2,0,0,3,8,0,0.0,0.8571,0.595,0,1,1,0,0
66,14,52,0,2,10,9,1,0.0,0.2121,2.518,4,0,0,0,1
23,11,12,0,1,2,5,1,0.0,0.4783,2.704,2,1,0,1,0
9,3,6,1,1,3,2,1,0.1111,0.3333,2.733,3,1,0,1,1
32,11,21,1,4,1,4,1,0.0312,0.3438,2.003,9,1,0,0,0
5,4,1,0,0,4,4,0,0.0,0.8,1.172,0,1,1,0,0
6,0,6,1,0,0,0,0,0.1667,0.0,1.584,1,0,0,0,1
2,0,2,0,0,0,0,0,0.0,0.0,1.279,0,0,0,0,0
20,9,11,0,2,3,1,1,0.0,0.45,0.69,4,1,0,1,0
5,4,1,1,0,4,1,0,0.2,0.8,2.128,1,1,0,0,0
10,3,7,0,1,1,2,1,0.0,0.3,1.236,2,0,1,1,0
7,1,3,3,0,1,1,0,0.4286,0.1429,1.404,3,0,0,0,1
6,5,1,0,0,2,2,0,0.0,0.8333,2.315,0,1,0,0,0
60,20,40,2,2,10,8,1,0.0333,0.3333,3.377,6,1,0,0,0
18,16,2,0,0,2,3,0,0.0,0.8889,1.353,0,1,1,0,0
20,4,16,1,0,1,2,0,0.05,0.2,3.393,1,0,0,0,0
19,2,17,1,1,0,6,1,0.0526,0.1053,1.586,3,0,0,1,1
20,5,15,0,0,3,1,0,0.0,0.25,3.294,0,0,0,0,0
26,9,17,2,5,2,3,1,0.0769,0.3462,1.385,12,1,1,0,0
39,5,34,2,3,0,10,1,0.0513,0.1282,1.024,8,0,1,0,0
14,2,12,0,0,0,3,0,0.0,0.1429,2.21,0,0,0,0,0
19,18,1,0,0,16,4,0,0.0,0.9474,0.894,0,1,1,0,0
9,3,1,5,0,0,5,0,0.5556,0.3333,1.647,5,0,1,0,1
12,12,0,0,0,5,8,0,0.0,1.0,0.84,0,1,1,0,0
12,5,7,0,0,1,7,0,0.0,0.4167,2.395,0,1,0,0,0
38,15,23,2,4,1,18,1,0.0526,0.3947,1.126,10,1,1,1,1
43,11,32,3,3,10,17,1,0.0698,0.2558,0.569,9,0,1,0,0
24,10,14,0,0,4,5,0,0.0,0.4167,2.01,0,1,0,0,0
11,3,8,0,0,3,2,0,0.0,0.2727,1.461,0,0,1,0,0
78,37,41,0,3,6,13,1,0.0,0.4744,3.362,6,1,1,0,0
60,5,55,4,0,4,14,0,0.0667,0.0833,0.98,4,0,1,0,0
28,4,24,0,4,3,5,1,0.0,0.1429,2.554,8,0,0,0,0
17,13,4,0,0,1,5,0,0.0,0.7647,2.292,0,1,0,0,0
51,6,45,5,0,2,9,0,0.098,0.1176,2.182,5,0,0,0,0
15,13,2,0,0,4,2,0,0.0,0.8667,2.329,0,1,0,0,0
79,20,59,4,1,6,13,1,0.0506,0.2532,2.821,6,0,0,0,0
7,7,0,0,0,7,2,0,0.0,1.0,1.228,0,1,1,0,0
12,5,7,0,0,2,3,0,0.0,0.4167,1.621,0,1,1,0,0
16,7,9,0,0,0,7,0,0.0,0.4375,1.909,0,0,0,0,0
15,2,8,5,0,1,2,0,0.3333,0.1333,1.901,5,0,0,0,1
6,5,1,0,0,3,0,0,0.0,0.8333,3.014,0,1,0,0,0
21,2,19,2,5,1,3,1,0.0952,0.0952,2.822,12,0,1,0,0
6,6,0,0,0,6,4,0,0.0,1.0,2.453,0,1,0,0,0
3,3,0,0,0,1,3,0,0.0,1.0,3.121,0,1,0,0,0
28,13,15,0,2,0,8,1,0.0,0.4643,2.206,4,0,0,1,0
7,4,3,0,0,4,0,0,0.0,0.5714,1.461,0,1,1,0,0
12,7,5,0,0,5,2,0,0.0,0.5833,0.675,0,1,1,0,0
4,4,0,0,0,4,0,0,0.0,1.0,1.624,0,1,1,0,0
72,21,51,2,2,0,15,1,0.0278,0.2917,1.782,6,0,1,0,0
40,7,33,5,5,7,17,1,0.125,0.175,1.858,15,0,0,0,0
40,7,33,4,1,7,15,1,0.1,0.175,1.943,6,0,0,0,0
26,3,23,1,2,0,2,1,0.0385,0.1154,1.151,5,0,1,1,0
8,8,0,0,0,4,2,0,0.0,1.0,2.146,0,1,1,0,0
4,3,1,0,0,0,1,0,0.0,0.75,1.267,0,0,1,0,0
12,2,4,6,0,0,2,0,0.5,0.1667,0.642,6,0,0,0,1
46,15,31,0,5,5,6,1,0.0,0.3261,0.994,10,1,1,0,0
22,6,16,0,0,1,4,0,0.0,0.2727,2.41,0,0,1,0,0
5,5,0,0,0,5,0,0,0.0,1.0,2.225,0,1,0,0,0
1,0,1,0,0,0,2,0,0.0,0.0,3.42,0,0,0,1,0
21,10,11,0,2,1,5,1,0.0,0.4762,2.444,4,1,0,1,0
15,10,5,0,0,5,8,0,0.0,0.6667,1.235,0,1,1,0,0
24,9,15,1,3,3,4,1,0.0417,0.375,2.32,7,1,0,1,0
41,9,32,1,4,3,19,1,0.0244,0.2195,2.996,9,0,0,1,0
7,1,6,1,0,1,0,0,0.1429,0.1429,0.74,1,0,0,0,1
14,3,11,1,0,0,2,0,0.0714,0.2143,0.691,1,0,1,1,1
20,8,12,0,1,1,1,1,0.0,0.4,2.188,2,1,0,1,0
8,2,6,1,2,2,6,1,0.125,0.25,1.723,5,0,0,1,1
15,6,9,0,0,0,2,0,0.0,0.4,3.417,0,0,0,0,0
23,7,16,1,0,1,4,0,0.0435,0.3043,1.941,1,1,0,0,0
13,3,10,0,2,2,6,1,0.0,0.2308,2.577,4,0,0,1,0
7,3,4,1,0,0,3,0,0.1429,0.4286,3.177,1,0,0,1,1
25,12,13,0,0,6,7,0,0.0,0.48,2.856,0,1,0,0,0
7,6,1,0,0,5,2,0,0.0,0.8571,3.293,0,1,0,0,0
4,1,3,1,0,1,0,0,0.25,0.25,2.344,1,0,0,0,1
8,5,3,0,0,1,6,0,0.0,0.625,0.963,0,1,1,0,0
18,7,6,5,0,2,3,0,0.2778,0.3889,1.397,5,1,1,0,1
13,3,10,0,5,3,6,1,0.0,0.2308,2.199,10,0,0,0,1
6,4,2,1,0,0,1,0,0.1667,0.6667,3.369,1,0,0,0,1
12,9,3,0,0,4,3,0,0.0,0.75,1.045,0,1,1,0,0
22,2,20,0,5,2,7,1,0.0,0.0909,3.39,10,0,0,0,0
20,4,16,0,6,0,6,1,0.0,0.2,1.14,12,0,1,0,0
18,10,3,5,0,1,5,0,0.2778,0.5556,2.211,5,1,0,0,1
14,3,11,0,0,0,2,0,0.0,0.2143,1.158,0,0,1,0,0
33,6,27,3,2,3,5,1,0.0909,0.1818,3.231,7,0,0,0,0
12,4,8,0,0,4,4,0,0.0,0.3333,3.34,0,1,0,0,0
7,6,1,0,0,5,0,0,0.0,0.8571,0.784,0,1,1,0,0
15,6,9,0,1,0,6,1,0.0,0.4,2.695,2,0,0,1,0
6,6,0,1,0,1,2,0,0.1667,1.0,0.706,1,0,1,0,1
11,3,8,0,0,1,3,0,0.0,0.2727,1.3,0,0,1,0,0
7,7,0,0,0,5,2,0,0.0,1.0,3.035,0,1,1,0,0
14,8,6,0,0,4,5,0,0.0,0.5714,2.509,0,1,0,0,0
15,11,4,0,0,11,3,0,0.0,0.7333,1.181,0,0,1,0,0
7,1,1,5,0,1,4,0,0.7143,0.1429,0.76,5,0,0,0,1
51,17,34,2,0,7,17,0,0.0392,0.3333,1.045,2,1,1,0,0
4,4,0,0,0,3,4,0,0.0,1.0,1.287,0,1,1,0,0
32,14,18,0,2,1,10,1,0.0,0.4375,2.873,4,1,0,0,0
20,5,15,0,0,0,7,0,0.0,0.25,1.753,0,0,1,0,0
20,5,15,2,0,1,6,0,0.1,0.25,1.501,2,0,1,0,1
8,1,7,0,0,1,1,0,0.0,0.125,3.384,0,0,0,0,0
14,10,4,0,0,10,2,0,0.0,0.7143,2.248,0,1,0,0,0
8,1,1,6,0,1,1,0,0.75,0.125,1.582,6,0,0,0,1
5,5,0,0,0,5,3,0,0.0,1.0,3.492,0,1,0,0,0
12,4,6,2,0,0,2,0,0.1667,0.3333,2.871,2,1,0,0,1
7,1,6,0,0,0,1,0,0.0,0.1429,1.238,0,0,0,0,0
8,6,2,0,0,3,4,0,0.0,0.75,1.902,0,1,0,0,0
5,5,0,0,0,3,4,0,0.0,1.0,1.972,0,1,0,0,0
60,26,34,3,3,3,8,1,0.05,0.4333,1.663,9,1,1,0,0
34,8,26,2,6,3,11,1,0.0588,0.2353,1.572,14,0,1,0,0
25,9,16,1,1,1,5,1,0.04,0.36,2.642,3,1,0,1,0
9,3,6,1,2,3,4,1,0.1111,0.3333,0.627,5,1,1,1,1
9,9,0,0,0,9,3,0,0.0,1.0,1.8,0,1,0,0,0
24,11,13,0,0,1,2,0,0.0,0.4583,1.996,0,1,0,1,0
6,2,4,1,2,2,6,1,0.1667,0.3333,1.305,5,1,0,1,1
27,10,17,0,2,2,6,1,0.0,0.3704,2.645,4,1,0,1,0
7,3,4,0,1,0,2,1,0.0,0.4286,1.638,2,0,1,1,0
75,6,69,4,0,6,19,0,0.0533,0.08,0.924,4,0,1,0,0
